first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value,predicted 3 year profit
Gardiner,Gypps,Male,91,1991-06-01,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,1.09,1.3625,1.703125,1.44765625,691,691,0.6906249999999999,5.769911504424779
Vitia,Axtens,Female,62,1945-08-08,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,0.61,0.7625,0.953125,0.81015625,334,334,0.9987499999999998,5.769911504424779
Oswald,MacCarlich,Male,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,0.78,0.78,0.9750000000000001,0.8287500000000001,568,568,0.8,5.769911504424779
Nowell,Preddy,Male,29,1985-07-23,,Manufacturing,Mass Customer,N,No,9,932 Glendale Avenue,2173,NSW,Australia,9,0.45,0.45,0.5625,0.478125,133,133,1.2375,5.769911504424779
Meriel,Tapp,Female,0,1995-08-13,VP Sales,IT,Mass Customer,N,No,5,65 Milwaukee Hill,3280,VIC,Australia,2,1.08,1.08,1.08,0.918,114,114,1.275,5.769911504424779
Rollo,Louedey,Male,64,1946-07-09,Information Systems Manager,Telecommunications,Affluent Customer,N,Yes,17,7 Cascade Park,2089,NSW,Australia,9,0.94,1.175,1.46875,1.46875,114,114,1.275,5.769911504424779
Seymour,Fellibrand,Male,28,1971-10-11,Structural Analysis Engineer,,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,0.64,0.8,0.8,0.8,708,708,0.68,5.769911504424779
Son,Varney,Male,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,0.67,0.8375,0.8375,0.711875,725,725,0.6693749999999999,5.769911504424779
Shepperd,Leonards,Male,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,0.73,0.9125,1.140625,0.96953125,733,733,0.6625000000000001,5.769911504424779
Demott,Mullaly,Male,42,1982-12-15,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,0.93,0.93,0.93,0.7905,642,642,0.7331249999999999,5.769911504424779
Elianora,Poolton,Female,15,1944-06-14,Programmer II,,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,0.84,1.05,1.3125,1.115625,494,494,0.867,5.769911504424779
Reinold,Natt,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,0.73,0.9125,0.9125,0.9125,937,937,0.47,5.769911504424779
Liane,Poizer,Female,59,1952-05-05,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,0.89,0.89,1.1125,1.1125,495,495,0.86328125,5.769911504424779
Cirillo,Frossell,Male,7,1968-10-14,Graphic Designer,,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,Australia,12,0.9,0.9,1.125,0.9562499999999999,278,278,1.05,5.769911504424779
Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,0.55,0.6875,0.6875,0.584375,893,893,0.520625,5.769911504424779
Heloise,Fairpool,Female,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,1.07,1.07,1.07,1.07,455,455,0.8925,5.769911504424779
Rutledge,Hallt,Male,23,1976-10-06,Compensation Analyst,Financial Services,Mass Customer,N,No,8,7 Nevada Crossing,2620,NSW,Australia,7,0.4,0.4,0.4,0.34,6,6,1.671875,5.769911504424779
Maisie,Maddox,Female,27,1977-05-09,Assistant Manager,Financial Services,Affluent Customer,N,No,20,8 Dennis Point,3226,VIC,Australia,9,0.66,0.66,0.8250000000000001,0.8250000000000001,32,32,1.453125,5.769911504424779
Melba,Spellacy,Female,38,1976-12-09,VP Marketing,Health,Mass Customer,N,No,4,0591 Anzinger Circle,2232,NSW,Australia,10,0.84,0.84,1.05,0.8925,14,14,1.59375,5.769911504424779
Maribeth,Stivani,Female,46,1954-11-13,Associate Professor,Financial Services,Mass Customer,N,No,7,945 Bobwhite Court,2430,NSW,Australia,8,1.07,1.07,1.07,0.9095,226,226,1.1125,5.769911504424779
Zach,Hedman,Male,87,1981-09-11,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,0.97,1.2125,1.515625,1.515625,320,320,1.015625,5.769911504424779
Hanson,Eastes,Male,74,1990-05-20,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,0.41,0.5125,0.640625,0.54453125,395,395,0.94,5.769911504424779
Kelsey,Hatt,Female,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,0.86,0.86,0.86,0.86,486,486,0.875,5.769911504424779
Theresa,Cowper,Female,99,1976-08-24,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10,0.51,0.51,0.6375,0.541875,271,271,1.06,5.769911504424779
Morgen,Newport,Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,0.86,0.86,0.86,0.731,930,930,0.478125,5.769911504424779
Chryste,Oddboy,Female,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,0.67,0.8375,1.046875,1.046875,947,947,0.459,5.571428571428571
Jacobo,Mucklow,Male,62,1952-12-04,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,0.67,0.8375,0.8375,0.8375,530,530,0.8287500000000001,5.571428571428571
Ross,Vidgen,Male,17,1947-12-28,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,0.42,0.42,0.525,0.525,682,682,0.7000000000000001,5.571428571428571
Claresta,MacConnulty,Female,6,1957-10-01,Recruiting Manager,,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,1.08,1.35,1.6875,1.434375,366,366,0.9750000000000001,5.571428571428571
Josepha,Clamp,Female,12,1961-11-03,Marketing Manager,,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,0.56,0.56,0.7000000000000001,0.7000000000000001,698,698,0.69,5.571428571428571
Giulietta,Garbott,Female,59,2002-02-27,Technical Writer,,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,0.8,1.0,1.0,1.0,355,355,0.984375,5.571428571428571
Antoinette,,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,0.89,0.89,1.1125,1.1125,888,888,0.525,5.571428571428571
Sada,Dowyer,Female,47,1998-11-22,Human Resources Manager,,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,1.02,1.275,1.59375,1.59375,450,450,0.8999999999999999,5.571428571428571
Anthony,Morison,Male,7,1938-06-08,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,1.03,1.03,1.2875,1.094375,797,797,0.6,5.571428571428571
Micheil,Fleote,Male,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,0.94,0.94,1.175,1.175,739,739,0.66,5.571428571428571
Morton,Petkens,Male,50,1990-11-13,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1,1.04,1.3,1.3,1.3,289,289,1.0375,5.571428571428571
Martino,Scoles,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,0.66,0.66,0.66,0.561,930,930,0.478125,5.48659793814433
Kizzee,Agget,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,1.1,1.1,1.375,1.375,930,930,0.478125,5.48659793814433
Ogdan,Blenkinship,Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,0.46,0.5750000000000001,0.5750000000000001,0.48875,930,930,0.478125,5.48659793814433
Sharron,Claibourn,Female,62,1980-01-26,,Financial Services,High Net Worth,N,Yes,17,555 Hermina Avenue,2280,NSW,Australia,8,0.71,0.8875,0.8875,0.8875,30,30,1.4609375,5.48659793814433
Brendis,Pineaux,Male,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,0.48,0.48,0.48,0.408,719,719,0.675,5.48659793814433
Julita,Prene,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,0.63,0.7875,0.7875,0.7875,913,913,0.4993749999999999,5.48659793814433
Glendon,Malham,Male,36,1965-08-21,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,0.56,0.56,0.56,0.476,722,722,0.6715,5.48659793814433
Morganica,Bentke,Female,40,1977-01-03,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,0.88,1.1,1.375,1.375,724,724,0.67,5.48659793814433
Roberto,Harme,Male,27,1951-06-11,Environmental Tech,,High Net Worth,N,No,10,101 Starling Pass,2564,NSW,Australia,9,0.91,0.91,1.1375,1.1375,158,158,1.1875,5.48659793814433
Nichole,Leisman,Male,37,1986-08-07,Geologist III,Property,Affluent Customer,N,No,4,35151 Bunker Hill Crossing,2068,NSW,Australia,12,1.1,1.1,1.375,1.375,158,158,1.1875,5.48659793814433
Leticia,Hovenden,Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,0.96,1.2,1.5,1.275,653,653,0.7187500000000001,5.48659793814433
Daryl,Pauncefort,Female,12,1979-06-18,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12,0 Dexter Parkway,2380,NSW,Australia,3,1.09,1.3625,1.3625,1.158125,133,133,1.2375,5.48659793814433
Mavra,Finan,Female,30,1967-08-23,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,0.87,1.0875,1.359375,1.359375,967,967,0.4356249999999999,5.48659793814433
Loleta,Aberdalgy,Female,45,1981-02-15,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,1.07,1.07,1.07,0.9095,304,304,1.025,5.48659793814433
Ashby,Bispham,Male,71,1981-10-29,Software Consultant,Retail,Affluent Customer,N,No,4,83716 Russell Lane,2145,NSW,Australia,8,0.99,0.99,0.99,0.99,120,120,1.2625,5.48659793814433
Daryle,Marginson,Male,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,0.44,0.55,0.6875,0.584375,979,979,0.4165,5.48659793814433
Dru,Crellim,Female,57,1963-03-04,,,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,0.41,0.41,0.41,0.3485,904,904,0.5,5.48659793814433
Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,0.78,0.78,0.78,0.78,904,904,0.5,5.48659793814433
Olia,O' Mullan,Female,77,1973-03-24,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,1.03,1.03,1.03,0.8755,904,904,0.5,5.48659793814433
Mitchell,MacCague,Male,58,1979-04-11,,Manufacturing,Mass Customer,N,No,15,240 Acker Avenue,3190,VIC,Australia,8,0.62,0.62,0.62,0.527,38,38,1.4375,5.48659793814433
Cissiee,Pollington,Female,43,1941-07-21,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,1.1,1.375,1.71875,1.4609375,345,345,0.988125,5.48659793814433
Lucine,Stutt,Female,64,1979-01-28,Account Representative III,Manufacturing,Affluent Customer,N,Yes,5,207 Annamark Plaza,4814,QLD,Australia,1,0.87,1.0875,1.0875,1.0875,4,4,1.703125,5.48659793814433
Hildegarde,Bamb,Female,16,1961-02-10,Help Desk Operator,,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,0.95,1.1875,1.484375,1.484375,913,913,0.4993749999999999,5.48659793814433
Jenny,Massy,Female,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,0.8,1.0,1.25,1.0625,715,715,0.67734375,5.48659793814433
Maximilien,Bourget,Male,12,1969-04-29,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,0.64,0.8,0.8,0.68,956,956,0.44625,5.48659793814433
Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,1.02,1.02,1.275,1.08375,899,899,0.51,5.48659793814433
Sibylla,Kibble,Female,73,1962-08-05,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,0.61,0.61,0.7625,0.7625,676,676,0.70125,5.48659793814433
Averil,Ackery,Male,93,1970-09-09,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,0.87,1.0875,1.359375,1.15546875,676,676,0.70125,5.48659793814433
Marcelia,Monkleigh,Female,61,1993-08-22,Associate Professor,Manufacturing,Mass Customer,N,Yes,4,610 Swallow Street,4051,QLD,Australia,6,0.86,1.075,1.075,0.91375,17,17,1.546875,5.48659793814433
Nixie,Shoesmith,Female,45,1956-12-04,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,0.43,0.43,0.43,0.43,672,672,0.7039062500000001,5.48659793814433
Candy,,Female,23,1977-12-08,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,1.03,1.03,1.03,0.8755,951,951,0.4505,5.48659793814433
Michele,Pammenter,Male,23,1983-06-26,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,0.48,0.48,0.48,0.48,948,948,0.456875,5.48659793814433
Olag,,Male,60,1990-05-13,Human Resources Manager,Telecommunications,Mass Customer,N,No,9,0484 North Avenue,2032,NSW,Australia,11,0.43,0.43,0.5375,0.456875,13,13,1.609375,5.48659793814433
Willard,Booton,Male,69,1938-09-02,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,0.74,0.925,1.15625,1.15625,688,688,0.697,5.48659793814433
Edin,Patinkin,Female,35,1992-03-26,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,0.76,0.76,0.76,0.646,948,948,0.456875,5.48659793814433
Claudetta,Ricciardiello,Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,0.56,0.7000000000000001,0.7000000000000001,0.5950000000000001,939,939,0.4675,5.48659793814433
Dimitri,Tribbeck,Male,89,1958-12-07,Chief Design Engineer,,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6,0.73,0.73,0.9125,0.9125,291,291,1.0359375,5.48659793814433
Thaddus,Joder,Male,31,1957-12-10,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,1.02,1.02,1.02,0.867,698,698,0.69,5.48659793814433
Wheeler,Winward,Male,48,1999-08-30,Environmental Specialist,Manufacturing,Mass Customer,N,No,10,3 Golden Leaf Point,3216,VIC,Australia,8,0.55,0.55,0.55,0.4675,12,12,1.625,5.48659793814433
Natividad,Balducci,Female,39,1991-02-07,,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,0.57,0.7124999999999999,0.8906249999999999,0.8906249999999999,310,310,1.02265625,5.48659793814433
Gaston,Dallaghan,Male,44,1993-09-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,8,656 Fuller Street,2783,NSW,Australia,7,0.77,0.9625,0.9625,0.818125,21,21,1.515625,5.48659793814433
Sharline,Abyss,Female,11,1960-03-18,,,Mass Customer,N,Yes,15,367 Bay Point,4011,QLD,Australia,4,0.5,0.625,0.625,0.53125,133,133,1.2375,5.48659793814433
Shelli,Bartholomaus,Female,88,1963-05-11,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,0.44,0.55,0.6875,0.584375,291,291,1.0359375,5.48659793814433
Georgetta,Lovett,Female,42,1940-02-02,Editor,Retail,Mass Customer,N,No,12,1 Bluejay Place,4405,QLD,Australia,1,0.7,0.7,0.7,0.595,127,127,1.25,5.48659793814433
Essie,Withur,Female,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,0.7,0.7,0.7,0.7,668,668,0.7054999999999999,5.48659793814433
Otis,Ottey,Male,26,1998-02-05,Quality Engineer,,Mass Customer,N,No,3,1562 Merchant Street,4744,QLD,Australia,4,1.02,1.02,1.02,0.867,23,23,1.5,5.48659793814433
Toma,Woolforde,Female,67,1992-03-09,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,0.65,0.8125,1.015625,0.86328125,830,830,0.5780000000000001,5.48659793814433
Antonin,Britt,Male,64,1993-08-28,,Manufacturing,Affluent Customer,N,Yes,8,011 Northland Trail,2160,NSW,Australia,9,0.43,0.5375,0.671875,0.671875,40,40,1.434375,5.48659793814433
Jerrine,Cosbey,Female,21,1978-01-11,Junior Executive,Financial Services,High Net Worth,N,Yes,6,29307 Russell Avenue,3094,VIC,Australia,9,0.54,0.675,0.84375,0.84375,114,114,1.275,5.48659793814433
Aldridge,Poskitt,Male,84,1982-02-10,VP Sales,,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,0.48,0.48,0.6,0.51,326,326,1.009375,5.48659793814433
Symon,Mawne,Male,18,1943-02-08,Human Resources Assistant IV,Property,Mass Customer,N,Yes,15,37439 High Crossing Circle,3350,VIC,Australia,4,0.66,0.8250000000000001,0.8250000000000001,0.70125,96,96,1.3,5.48659793814433
Loise,Iltchev,Female,70,1967-03-18,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,17,45 Becker Place,4504,QLD,Australia,6,1.05,1.3125,1.3125,1.3125,62,62,1.36796875,5.48659793814433
Levy,Abramamov,Male,94,1952-09-21,Teacher,,Affluent Customer,N,Yes,14,6776 Anderson Center,4037,QLD,Australia,8,0.44,0.55,0.6875,0.6875,89,89,1.3125,5.48659793814433
Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,0.43,0.43,0.43,0.43,862,862,0.5525,5.48659793814433
Cristen,Maroney,Female,22,1999-11-21,Accountant IV,IT,High Net Worth,N,Yes,7,27 Karstens Crossing,4214,QLD,Australia,7,0.58,0.725,0.725,0.725,65,65,1.3625,5.48659793814433
Rosmunda,Duxbarry,Female,69,1996-07-20,Executive Secretary,Property,Affluent Customer,N,Yes,5,989 Graedel Terrace,4208,QLD,Australia,11,0.83,1.0375,1.296875,1.296875,65,65,1.3625,5.48659793814433
Rozamond,Riha,Female,54,1984-10-07,Account Representative I,Manufacturing,Affluent Customer,N,Yes,16,76 Bartelt Center,4078,QLD,Australia,7,0.59,0.7374999999999999,0.7374999999999999,0.7374999999999999,68,68,1.3546875,5.48659793814433
Darlleen,Shalcras,Female,77,1980-09-14,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,0.47,0.47,0.5874999999999999,0.4993749999999999,801,801,0.59765625,5.48659793814433
Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,0.47,0.47,0.47,0.47,851,851,0.5625,5.48659793814433
Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,0.77,0.9625,0.9625,0.818125,845,845,0.5631250000000001,5.48659793814433
Sloan,Pudney,Male,83,1964-11-10,Junior Executive,Financial Services,Affluent Customer,N,No,16,6771 Pleasure Terrace,4557,QLD,Australia,9,0.68,0.68,0.8500000000000001,0.8500000000000001,804,804,0.5950000000000001,5.48659793814433
Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,0.47,0.5874999999999999,0.5874999999999999,0.4993749999999999,845,845,0.5631250000000001,5.48659793814433
Dmitri,,Male,72,1991-02-06,,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,1.05,1.3125,1.3125,1.3125,810,810,0.5874999999999999,5.48659793814433
Verne,Loalday,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,0.77,0.77,0.9625,0.9625,788,788,0.6125,5.48659793814433
Maddalena,Hencke,Female,61,1952-12-09,Help Desk Operator,,High Net Worth,N,No,22,64037 Swallow Crossing,4170,QLD,Australia,5,0.59,0.59,0.59,0.59,810,810,0.5874999999999999,5.48659793814433
Rowen,Sollas,Male,38,1960-04-23,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,0.78,0.78,0.78,0.663,817,817,0.5864999999999999,5.48659793814433
Nichols,Devinn,Male,47,1979-09-29,Recruiter,,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,0.62,0.62,0.775,0.775,842,842,0.57,5.48659793814433
Logan,Colomb,Male,74,1948-01-01,Recruiter,,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,0.75,0.9375,0.9375,0.796875,840,840,0.57109375,5.48659793814433
Briano,Janowski,Male,66,1994-07-17,Analyst Programmer,,Mass Customer,N,No,7,3259 Eagan Parkway,2066,NSW,Australia,8,1.04,1.04,1.04,0.884,838,838,0.57375,5.48659793814433
Jared,Fendlow,Male,79,1963-08-25,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,0.61,0.61,0.61,0.5185,832,832,0.5750000000000001,5.48659793814433
Teodor,Mullinder,Male,56,1962-08-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,0.94,0.94,0.94,0.94,832,832,0.5750000000000001,5.48659793814433
Becky,Lassen,Female,11,1973-05-11,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,0.42,0.525,0.525,0.44625,820,820,0.584375,5.48659793814433
Cristie,Bence,Female,49,2000-04-17,Automation Specialist II,,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,0.94,0.94,0.94,0.94,828,828,0.58,5.48659793814433
Nady,Withinshaw,Female,96,1968-02-17,Database Administrator III,,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,0.6,0.6,0.75,0.75,641,641,0.7343749999999999,5.48659793814433
Leonora,Swetenham,Female,66,1967-10-05,,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,0.71,0.8875,1.109375,0.94296875,832,832,0.5750000000000001,5.48659793814433
Katheryn,Kinner,Female,15,1973-11-28,Analyst Programmer,Entertainment,High Net Worth,N,No,6,1665 Kenwood Center,2518,NSW,Australia,6,0.68,0.68,0.68,0.68,78,78,1.3375,5.48659793814433
Parnell,Lamprey,Male,23,1977-04-08,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,0.95,0.95,0.95,0.95,322,322,1.0125,5.48659793814433
Bengt,Bilson,Male,26,1972-11-02,Structural Engineer,Manufacturing,High Net Worth,N,No,11,67 Grayhawk Circle,2232,NSW,Australia,10,0.61,0.61,0.7625,0.7625,99,99,1.296875,5.48659793814433
Dolley,Starmont,Female,53,1977-11-08,Geologist IV,Manufacturing,Affluent Customer,N,No,18,4252 Dovetail Pass,4129,QLD,Australia,6,0.54,0.54,0.54,0.54,114,114,1.275,5.48659793814433
Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,0.93,1.1625,1.453125,1.453125,879,879,0.5375,5.48659793814433
Penrod,Tomasicchio,Male,5,1968-05-28,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,0.65,0.65,0.8125,0.8125,899,899,0.51,5.48659793814433
Errick,Burgin,Male,87,1998-08-19,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,0.47,0.47,0.5874999999999999,0.4993749999999999,744,744,0.65625,5.48659793814433
Ellie,Toope,Female,29,1973-08-11,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,0.81,1.0125,1.265625,1.265625,832,832,0.5750000000000001,5.48659793814433
Adriana,Saundercock,U,20,,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,0.51,0.6375,0.6375,0.6375,751,751,0.648125,5.48659793814433
Roch,Symson,Female,96,1978-05-13,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,1.04,1.04,1.3,1.3,312,312,1.02,5.48659793814433
Colene,Fishleigh,Female,24,1985-03-14,Design Engineer,Financial Services,Mass Customer,N,No,3,44 Darwin Lane,3149,VIC,Australia,10,0.54,0.54,0.675,0.57375,42,42,1.421875,5.48659793814433
Adriena,Giffin,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,0.84,1.05,1.3125,1.3125,888,888,0.525,5.48659793814433
Taylor,Steuhlmeyer,Male,62,1999-03-22,Paralegal,Financial Services,Affluent Customer,N,Yes,5,64 Mcguire Trail,4017,QLD,Australia,8,1.06,1.325,1.325,1.325,52,52,1.39453125,5.48659793814433
Flore,Cashen,Female,79,1978-06-21,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,0.51,0.51,0.51,0.51,760,760,0.6375,5.48659793814433
Griswold,Kelsall,Male,55,1993-12-19,Social Worker,Health,High Net Worth,N,Yes,11,74127 Blaine Point,3805,VIC,Australia,7,0.87,1.0875,1.0875,1.0875,52,52,1.39453125,5.48659793814433
Yorgos,Dewhurst,Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,1.07,1.07,1.07,1.07,760,760,0.6375,5.48659793814433
Muffin,Bhar,Male,44,1966-04-07,,,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,1.1,1.1,1.1,1.1,879,879,0.5375,5.48659793814433
